outflow_id,customer_id,transaction_date,amount_usd,descriptor,transaction_type
OFL_CNB0002453_000031,CNB0002453,2024-11-16,86.54,GEMINI,ACH
OFL_CNB0002453_000007,CNB0002453,2024-11-28,93.83,CRYPTO.COM,ACH
OFL_CNB0002453_000023,CNB0002453,2024-12-05,149.94,BINANCE.US,WIRE
OFL_CNB0002453_000040,CNB0002453,2024-12-06,426.66,CRYPTO.COM,ACH
OFL_CNB0002453_000001,CNB0002453,2024-12-27,1015.56,KRAKEN,WIRE
OFL_CNB0002460_000000,CNB0002460,2024-02-20,36.91,KRAKEN,ACH
OFL_CNB0002460_000010,CNB0002460,2024-04-02,165.42,COINBASE,ACH
OFL_CNB0002460_000001,CNB0002460,2024-04-25,739.37,GEMINI,WIRE
OFL_CNB0002460_000007,CNB0002460,2024-06-12,500.41,COINBASE,ACH
OFL_CNB0002460_000003,CNB0002460,2024-07-25,73.94,CRYPTO.COM,ACH
OFL_CNB0002460_000004,CNB0002460,2024-07-25,655.83,KRAKEN,ACH
OFL_CNB0002460_000008,CNB0002460,2024-07-25,75.7,COINBASE,ACH
OFL_CNB0002460_000002,CNB0002460,2024-07-25,57.16,COINBASE,ACH
OFL_CNB0002460_000009,CNB0002460,2024-07-25,596.92,GEMINI,ACH
OFL_CNB0002460_000006,CNB0002460,2024-07-25,1775.47,OTHER_EXCHANGE,WIRE
OFL_CNB0002460_000005,CNB0002460,2024-07-25,1349.24,KRAKEN,WIRE
OFL_CNB0002460_000011,CNB0002460,2024-07-25,137.25,COINBASE,ACH
OFL_CNB0002465_000000,CNB0002465,2024-09-18,113.13,COINBASE,ACH
OFL_CNB0002465_000002,CNB0002465,2024-09-19,1086.49,COINBASE,ACH
OFL_CNB0002465_000013,CNB0002465,2024-09-24,282.46,GEMINI,ACH
OFL_CNB0002465_000006,CNB0002465,2024-09-25,1299.12,COINBASE,ACH
OFL_CNB0002465_000011,CNB0002465,2024-10-26,67.44,COINBASE,ACH
OFL_CNB0002465_000004,CNB0002465,2024-11-03,604.89,KRAKEN,ACH
OFL_CNB0002465_000007,CNB0002465,2024-11-04,1923.36,COINBASE,ACH
OFL_CNB0002465_000008,CNB0002465,2024-11-08,92.2,COINBASE,ACH
OFL_CNB0002465_000015,CNB0002465,2024-12-01,159.61,CRYPTO.COM,ACH
OFL_CNB0002465_000009,CNB0002465,2024-12-07,156.25,COINBASE,ACH
OFL_CNB0002465_000005,CNB0002465,2024-12-14,614.52,BINANCE.US,ACH
OFL_CNB0002465_000001,CNB0002465,2025-01-02,1090.72,KRAKEN,ACH
OFL_CNB0002465_000010,CNB0002465,2025-01-15,507.71,COINBASE,WIRE
OFL_CNB0002465_000003,CNB0002465,2025-02-14,63.9,CRYPTO.COM,ACH
OFL_CNB0002465_000012,CNB0002465,2025-02-18,536.72,CRYPTO.COM,ACH
OFL_CNB0002465_000014,CNB0002465,2025-02-26,273.28,GEMINI,ACH
OFL_CNB0002467_000000,CNB0002467,2024-02-08,101.09,COINBASE,ACH
OFL_CNB0002467_000005,CNB0002467,2024-02-09,113.73,KRAKEN,WIRE
OFL_CNB0002467_000006,CNB0002467,2024-04-14,103.86,COINBASE,ACH
OFL_CNB0002467_000008,CNB0002467,2024-04-14,295.06,KRAKEN,ACH
OFL_CNB0002467_000001,CNB0002467,2024-04-14,362.11,COINBASE,ACH
OFL_CNB0002467_000003,CNB0002467,2024-04-14,38.21,COINBASE,ACH
OFL_CNB0002467_000007,CNB0002467,2024-04-14,451.28,COINBASE,ACH
OFL_CNB0002467_000004,CNB0002467,2024-04-14,50.66,KRAKEN,WIRE
OFL_CNB0002467_000002,CNB0002467,2024-04-14,907.09,GEMINI,ACH
OFL_CNB0002472_000000,CNB0002472,2025-01-19,1040.05,KRAKEN,ACH
OFL_CNB0002472_000002,CNB0002472,2025-02-02,1924.58,GEMINI,ACH
OFL_CNB0002472_000001,CNB0002472,2025-02-02,1241.05,KRAKEN,WIRE
OFL_CNB0002473_000000,CNB0002473,2024-10-29,354.2,COINBASE,ACH
OFL_CNB0002473_000002,CNB0002473,2025-01-04,131.38,GEMINI,ACH
OFL_CNB0002473_000001,CNB0002473,2025-01-04,36.1,COINBASE,ACH
OFL_CNB0002482_000000,CNB0002482,2025-01-09,1552.14,OTHER_EXCHANGE,ACH
OFL_CNB0002482_000009,CNB0002482,2025-01-26,471.59,KRAKEN,ACH
OFL_CNB0002482_000011,CNB0002482,2025-01-28,10.0,GEMINI,ACH
OFL_CNB0002482_000001,CNB0002482,2025-02-10,465.65,COINBASE,ACH
OFL_CNB0002482_000017,CNB0002482,2025-02-14,2241.46,COINBASE,ACH
OFL_CNB0002482_000007,CNB0002482,2025-02-20,245.45,KRAKEN,ACH
OFL_CNB0002482_000016,CNB0002482,2025-02-25,1379.6,COINBASE,ACH
OFL_CNB0002482_000008,CNB0002482,2025-02-26,166.47,KRAKEN,WIRE
OFL_CNB0002482_000018,CNB0002482,2025-02-26,448.87,KRAKEN,ACH
OFL_CNB0002482_000002,CNB0002482,2025-02-26,689.15,BINANCE.US,ACH
OFL_CNB0002482_000015,CNB0002482,2025-02-26,48.63,KRAKEN,ACH
OFL_CNB0002482_000010,CNB0002482,2025-02-26,41.32,COINBASE,ACH
OFL_CNB0002482_000006,CNB0002482,2025-02-26,154.47,KRAKEN,ACH
OFL_CNB0002482_000005,CNB0002482,2025-02-26,64.6,KRAKEN,ACH
OFL_CNB0002482_000003,CNB0002482,2025-02-26,372.57,COINBASE,ACH
OFL_CNB0002482_000014,CNB0002482,2025-02-26,218.32,COINBASE,ACH
OFL_CNB0002482_000013,CNB0002482,2025-02-26,180.1,BINANCE.US,ACH
OFL_CNB0002482_000004,CNB0002482,2025-02-26,118.06,KRAKEN,ACH
OFL_CNB0002482_000012,CNB0002482,2025-02-26,1518.46,COINBASE,ACH
OFL_CNB0002483_000000,CNB0002483,2025-01-18,72.13,COINBASE,ACH
OFL_CNB0002483_000002,CNB0002483,2025-02-26,63.08,OTHER_EXCHANGE,ACH
OFL_CNB0002483_000008,CNB0002483,2025-02-26,88.43,COINBASE,ACH
OFL_CNB0002483_000001,CNB0002483,2025-02-26,39.67,CRYPTO.COM,ACH
OFL_CNB0002483_000004,CNB0002483,2025-02-26,359.35,COINBASE,WIRE
OFL_CNB0002483_000006,CNB0002483,2025-02-26,185.56,COINBASE,ACH
OFL_CNB0002483_000007,CNB0002483,2025-02-26,46.02,KRAKEN,ACH
OFL_CNB0002483_000003,CNB0002483,2025-02-26,234.16,COINBASE,ACH
OFL_CNB0002483_000005,CNB0002483,2025-02-26,109.6,OTHER_EXCHANGE,ACH
OFL_CNB0002484_000000,CNB0002484,2024-04-28,2078.29,COINBASE,ACH
OFL_CNB0002484_000015,CNB0002484,2024-05-03,2649.81,COINBASE,ACH
OFL_CNB0002484_000036,CNB0002484,2024-05-12,690.34,COINBASE,ACH
OFL_CNB0002484_000034,CNB0002484,2024-05-14,93.2,GEMINI,ACH
OFL_CNB0002484_000014,CNB0002484,2024-05-21,532.59,GEMINI,ACH
OFL_CNB0002484_000023,CNB0002484,2024-05-25,103.28,KRAKEN,ACH
OFL_CNB0002484_000002,CNB0002484,2024-06-01,49.12,COINBASE,ACH
OFL_CNB0002484_000011,CNB0002484,2024-06-17,74.23,KRAKEN,ACH
OFL_CNB0002484_000007,CNB0002484,2024-06-25,812.33,BINANCE.US,ACH
OFL_CNB0002484_000016,CNB0002484,2024-06-25,430.55,GEMINI,ACH
OFL_CNB0002484_000029,CNB0002484,2024-06-28,1647.21,GEMINI,ACH
OFL_CNB0002484_000026,CNB0002484,2024-06-28,1273.01,GEMINI,WIRE
OFL_CNB0002484_000009,CNB0002484,2024-06-28,390.62,KRAKEN,ACH
OFL_CNB0002484_000035,CNB0002484,2024-06-28,80.86,GEMINI,ACH
OFL_CNB0002484_000032,CNB0002484,2024-06-28,851.33,COINBASE,ACH
OFL_CNB0002484_000033,CNB0002484,2024-06-28,127.09,KRAKEN,ACH
OFL_CNB0002484_000030,CNB0002484,2024-06-28,105.63,OTHER_EXCHANGE,ACH
OFL_CNB0002484_000006,CNB0002484,2024-06-28,136.81,COINBASE,ACH
OFL_CNB0002484_000003,CNB0002484,2024-06-28,108.62,KRAKEN,WIRE
OFL_CNB0002484_000005,CNB0002484,2024-06-28,136.26,KRAKEN,ACH
OFL_CNB0002484_000021,CNB0002484,2024-06-28,900.89,GEMINI,WIRE
OFL_CNB0002484_000017,CNB0002484,2024-06-28,474.62,GEMINI,ACH
OFL_CNB0002484_000028,CNB0002484,2024-06-28,216.36,KRAKEN,WIRE
OFL_CNB0002484_000004,CNB0002484,2024-06-28,331.66,COINBASE,WIRE
OFL_CNB0002484_000024,CNB0002484,2024-06-28,93.09,GEMINI,ACH
OFL_CNB0002484_000031,CNB0002484,2024-06-28,327.46,COINBASE,ACH
OFL_CNB0002484_000010,CNB0002484,2024-06-28,168.76,COINBASE,ACH
OFL_CNB0002484_000018,CNB0002484,2024-06-28,95.11,KRAKEN,ACH
OFL_CNB0002484_000025,CNB0002484,2024-06-28,172.62,COINBASE,ACH
OFL_CNB0002484_000001,CNB0002484,2024-06-28,1620.19,COINBASE,WIRE
OFL_CNB0002484_000022,CNB0002484,2024-06-28,789.91,COINBASE,ACH
OFL_CNB0002484_000019,CNB0002484,2024-06-28,120.71,KRAKEN,ACH
OFL_CNB0002484_000008,CNB0002484,2024-06-28,477.96,GEMINI,ACH
OFL_CNB0002484_000027,CNB0002484,2024-06-28,707.43,GEMINI,ACH
OFL_CNB0002484_000020,CNB0002484,2024-06-28,351.74,COINBASE,ACH
OFL_CNB0002484_000012,CNB0002484,2024-06-28,259.4,COINBASE,ACH
OFL_CNB0002484_000037,CNB0002484,2024-06-28,243.44,COINBASE,WIRE
OFL_CNB0002484_000013,CNB0002484,2024-06-28,162.78,BINANCE.US,ACH
OFL_CNB0002485_000000,CNB0002485,2024-10-30,253.09,BINANCE.US,ACH
OFL_CNB0002485_000001,CNB0002485,2024-12-28,257.11,KRAKEN,ACH
OFL_CNB0002485_000002,CNB0002485,2025-02-26,535.6,COINBASE,ACH
OFL_CNB0002486_000000,CNB0002486,2024-12-29,1413.15,COINBASE,WIRE
OFL_CNB0002486_000002,CNB0002486,2025-02-26,1625.15,KRAKEN,ACH
OFL_CNB0002486_000004,CNB0002486,2025-02-26,203.09,COINBASE,ACH
OFL_CNB0002486_000003,CNB0002486,2025-02-26,147.96,COINBASE,ACH
OFL_CNB0002486_000005,CNB0002486,2025-02-26,257.31,BINANCE.US,ACH
OFL_CNB0002486_000001,CNB0002486,2025-02-26,339.62,GEMINI,ACH
OFL_CNB0002487_000000,CNB0002487,2024-09-18,109.76,BINANCE.US,ACH
OFL_CNB0002487_000016,CNB0002487,2024-09-29,1094.49,COINBASE,ACH
OFL_CNB0002487_000008,CNB0002487,2024-10-02,12.91,COINBASE,WIRE
OFL_CNB0002487_000005,CNB0002487,2024-10-03,535.4,COINBASE,ACH
OFL_CNB0002487_000024,CNB0002487,2024-10-11,251.12,COINBASE,WIRE
OFL_CNB0002487_000023,CNB0002487,2024-10-29,495.77,KRAKEN,ACH
OFL_CNB0002487_000022,CNB0002487,2024-10-30,516.14,COINBASE,ACH
OFL_CNB0002487_000012,CNB0002487,2024-11-05,178.47,KRAKEN,ACH
OFL_CNB0002487_000013,CNB0002487,2024-11-25,80.6,COINBASE,WIRE
OFL_CNB0002487_000017,CNB0002487,2024-11-26,1248.41,KRAKEN,ACH
OFL_CNB0002487_000001,CNB0002487,2024-12-03,559.27,KRAKEN,ACH
OFL_CNB0002487_000021,CNB0002487,2024-12-24,277.86,COINBASE,ACH
OFL_CNB0002487_000011,CNB0002487,2024-12-27,454.75,KRAKEN,ACH
OFL_CNB0002487_000019,CNB0002487,2024-12-28,578.68,COINBASE,ACH
OFL_CNB0002487_000015,CNB0002487,2024-12-29,508.26,COINBASE,WIRE
OFL_CNB0002487_000014,CNB0002487,2025-01-10,99.73,KRAKEN,ACH
OFL_CNB0002487_000004,CNB0002487,2025-01-13,43.84,CRYPTO.COM,ACH
OFL_CNB0002487_000010,CNB0002487,2025-01-23,105.5,GEMINI,ACH
OFL_CNB0002487_000006,CNB0002487,2025-02-04,298.01,CRYPTO.COM,WIRE
OFL_CNB0002487_000007,CNB0002487,2025-02-12,448.78,COINBASE,ACH
OFL_CNB0002487_000003,CNB0002487,2025-02-25,120.9,KRAKEN,WIRE
OFL_CNB0002487_000020,CNB0002487,2025-02-26,74.82,COINBASE,WIRE
OFL_CNB0002487_000002,CNB0002487,2025-02-26,957.5,KRAKEN,ACH
OFL_CNB0002487_000009,CNB0002487,2025-02-26,191.48,COINBASE,ACH
OFL_CNB0002487_000018,CNB0002487,2025-02-26,87.78,COINBASE,ACH
OFL_CNB0002488_000000,CNB0002488,2024-08-06,838.64,CRYPTO.COM,ACH
OFL_CNB0002488_000002,CNB0002488,2024-10-12,28.0,BINANCE.US,ACH
OFL_CNB0002488_000001,CNB0002488,2024-11-30,621.41,COINBASE,ACH
OFL_CNB0002488_000009,CNB0002488,2024-11-30,297.42,BINANCE.US,ACH
OFL_CNB0002488_000005,CNB0002488,2024-11-30,13.77,COINBASE,WIRE
OFL_CNB0002488_000007,CNB0002488,2024-11-30,295.5,CRYPTO.COM,ACH
OFL_CNB0002488_000008,CNB0002488,2024-11-30,767.14,GEMINI,ACH
OFL_CNB0002488_000010,CNB0002488,2024-11-30,46.56,COINBASE,ACH
OFL_CNB0002488_000003,CNB0002488,2024-11-30,944.27,GEMINI,ACH
OFL_CNB0002488_000011,CNB0002488,2024-11-30,298.78,KRAKEN,ACH
OFL_CNB0002488_000006,CNB0002488,2024-11-30,197.93,COINBASE,ACH
OFL_CNB0002488_000004,CNB0002488,2024-11-30,3192.04,CRYPTO.COM,WIRE
OFL_CNB0002490_000000,CNB0002490,2024-07-08,1783.56,GEMINI,ACH
OFL_CNB0002490_000002,CNB0002490,2024-07-11,190.45,KRAKEN,ACH
OFL_CNB0002490_000055,CNB0002490,2024-07-16,114.55,KRAKEN,ACH
OFL_CNB0002490_000076,CNB0002490,2024-07-18,135.17,GEMINI,ACH
OFL_CNB0002490_000033,CNB0002490,2024-07-30,107.69,OTHER_EXCHANGE,ACH
OFL_CNB0002490_000021,CNB0002490,2024-07-31,75.32,BINANCE.US,ACH
OFL_CNB0002490_000014,CNB0002490,2024-08-12,138.2,COINBASE,ACH
OFL_CNB0002490_000032,CNB0002490,2024-08-15,915.25,GEMINI,WIRE
OFL_CNB0002490_000031,CNB0002490,2024-08-19,191.36,COINBASE,ACH
OFL_CNB0002490_000051,CNB0002490,2024-08-24,81.5,GEMINI,ACH
OFL_CNB0002490_000003,CNB0002490,2024-08-26,182.1,GEMINI,ACH
OFL_CNB0002490_000053,CNB0002490,2024-08-28,19.35,GEMINI,ACH
OFL_CNB0002490_000067,CNB0002490,2024-08-29,80.49,OTHER_EXCHANGE,ACH
OFL_CNB0002490_000039,CNB0002490,2024-09-06,109.44,COINBASE,ACH
OFL_CNB0002490_000074,CNB0002490,2024-09-09,746.45,COINBASE,ACH
OFL_CNB0002490_000065,CNB0002490,2024-09-11,97.46,COINBASE,WIRE
OFL_CNB0002490_000012,CNB0002490,2024-09-25,288.24,COINBASE,ACH
OFL_CNB0002490_000042,CNB0002490,2024-10-01,463.99,COINBASE,WIRE
OFL_CNB0002490_000066,CNB0002490,2024-10-06,191.13,GEMINI,ACH
OFL_CNB0002490_000049,CNB0002490,2024-10-11,246.96,BINANCE.US,ACH
OFL_CNB0002490_000063,CNB0002490,2024-10-11,43.17,COINBASE,ACH
OFL_CNB0002490_000064,CNB0002490,2024-10-11,192.5,GEMINI,ACH
OFL_CNB0002490_000020,CNB0002490,2024-10-11,2775.39,KRAKEN,ACH
OFL_CNB0002490_000078,CNB0002490,2024-10-11,267.28,BINANCE.US,ACH
OFL_CNB0002490_000062,CNB0002490,2024-10-11,140.25,GEMINI,ACH
OFL_CNB0002490_000030,CNB0002490,2024-10-11,403.86,KRAKEN,ACH
OFL_CNB0002490_000059,CNB0002490,2024-10-11,104.94,KRAKEN,WIRE
OFL_CNB0002490_000011,CNB0002490,2024-10-11,560.81,GEMINI,ACH
OFL_CNB0002490_000019,CNB0002490,2024-10-11,82.06,GEMINI,ACH
OFL_CNB0002490_000077,CNB0002490,2024-10-11,76.12,COINBASE,ACH
OFL_CNB0002490_000079,CNB0002490,2024-10-11,108.94,COINBASE,WIRE
OFL_CNB0002490_000052,CNB0002490,2024-10-11,170.83,OTHER_EXCHANGE,ACH
OFL_CNB0002490_000018,CNB0002490,2024-10-11,340.33,GEMINI,ACH
OFL_CNB0002490_000004,CNB0002490,2024-10-11,48.8,COINBASE,ACH
OFL_CNB0002490_000006,CNB0002490,2024-10-11,256.81,COINBASE,ACH
OFL_CNB0002490_000017,CNB0002490,2024-10-11,1251.21,KRAKEN,ACH
OFL_CNB0002490_000050,CNB0002490,2024-10-11,120.03,GEMINI,ACH
OFL_CNB0002490_000073,CNB0002490,2024-10-11,49.68,COINBASE,ACH
OFL_CNB0002490_000046,CNB0002490,2024-10-11,452.33,GEMINI,ACH
OFL_CNB0002490_000009,CNB0002490,2024-10-11,126.4,CRYPTO.COM,ACH
OFL_CNB0002490_000037,CNB0002490,2024-10-11,76.45,COINBASE,ACH
OFL_CNB0002490_000038,CNB0002490,2024-10-11,922.51,KRAKEN,WIRE
OFL_CNB0002490_000010,CNB0002490,2024-10-11,73.61,COINBASE,ACH
OFL_CNB0002490_000013,CNB0002490,2024-10-11,145.92,KRAKEN,ACH
OFL_CNB0002490_000075,CNB0002490,2024-10-11,169.81,KRAKEN,ACH
OFL_CNB0002490_000008,CNB0002490,2024-10-11,39.84,KRAKEN,ACH
OFL_CNB0002490_000058,CNB0002490,2024-10-11,416.77,KRAKEN,ACH
OFL_CNB0002490_000015,CNB0002490,2024-10-11,838.58,BINANCE.US,ACH
OFL_CNB0002490_000061,CNB0002490,2024-10-11,470.13,COINBASE,WIRE
OFL_CNB0002490_000047,CNB0002490,2024-10-11,130.58,COINBASE,ACH
OFL_CNB0002490_000029,CNB0002490,2024-10-11,127.75,KRAKEN,ACH
OFL_CNB0002490_000034,CNB0002490,2024-10-11,232.5,COINBASE,WIRE
OFL_CNB0002490_000007,CNB0002490,2024-10-11,63.13,COINBASE,ACH
OFL_CNB0002490_000016,CNB0002490,2024-10-11,33.87,COINBASE,ACH
OFL_CNB0002490_000027,CNB0002490,2024-10-11,120.35,COINBASE,ACH
OFL_CNB0002490_000069,CNB0002490,2024-10-11,107.69,GEMINI,ACH
OFL_CNB0002490_000005,CNB0002490,2024-10-11,293.94,KRAKEN,ACH
OFL_CNB0002490_000022,CNB0002490,2024-10-11,90.24,KRAKEN,WIRE
OFL_CNB0002490_000045,CNB0002490,2024-10-11,783.24,GEMINI,ACH
OFL_CNB0002490_000048,CNB0002490,2024-10-11,905.95,COINBASE,ACH
OFL_CNB0002490_000023,CNB0002490,2024-10-11,37.39,COINBASE,ACH
OFL_CNB0002490_000024,CNB0002490,2024-10-11,241.65,KRAKEN,ACH
OFL_CNB0002490_000044,CNB0002490,2024-10-11,49.54,COINBASE,ACH
OFL_CNB0002490_000071,CNB0002490,2024-10-11,131.41,COINBASE,ACH
OFL_CNB0002490_000041,CNB0002490,2024-10-11,197.11,BINANCE.US,ACH
OFL_CNB0002490_000036,CNB0002490,2024-10-11,1831.11,GEMINI,ACH
OFL_CNB0002490_000056,CNB0002490,2024-10-11,763.06,COINBASE,ACH
OFL_CNB0002490_000035,CNB0002490,2024-10-11,89.53,COINBASE,ACH
OFL_CNB0002490_000070,CNB0002490,2024-10-11,278.22,KRAKEN,WIRE
OFL_CNB0002490_000054,CNB0002490,2024-10-11,432.59,GEMINI,ACH
OFL_CNB0002490_000057,CNB0002490,2024-10-11,84.29,KRAKEN,WIRE
OFL_CNB0002490_000001,CNB0002490,2024-10-11,1738.45,KRAKEN,ACH
OFL_CNB0002490_000068,CNB0002490,2024-10-11,51.97,GEMINI,ACH
OFL_CNB0002490_000060,CNB0002490,2024-10-11,183.66,COINBASE,ACH
OFL_CNB0002490_000025,CNB0002490,2024-10-11,86.61,BINANCE.US,ACH
OFL_CNB0002490_000028,CNB0002490,2024-10-11,146.71,KRAKEN,WIRE
OFL_CNB0002490_000040,CNB0002490,2024-10-11,6711.29,BINANCE.US,ACH
OFL_CNB0002490_000043,CNB0002490,2024-10-11,227.47,KRAKEN,ACH
OFL_CNB0002490_000072,CNB0002490,2024-10-11,461.29,COINBASE,WIRE
OFL_CNB0002490_000026,CNB0002490,2024-10-11,82.17,COINBASE,ACH
OFL_CNB0002491_000000,CNB0002491,2024-12-20,17.61,CRYPTO.COM,ACH
OFL_CNB0002491_000003,CNB0002491,2025-01-04,162.92,KRAKEN,ACH
OFL_CNB0002491_000012,CNB0002491,2025-01-25,507.1,COINBASE,ACH
OFL_CNB0002491_000030,CNB0002491,2025-02-10,36.1,KRAKEN,ACH
OFL_CNB0002491_000011,CNB0002491,2025-02-18,1916.62,COINBASE,ACH
OFL_CNB0002491_000015,CNB0002491,2025-02-26,216.25,OTHER_EXCHANGE,ACH
OFL_CNB0002491_000005,CNB0002491,2025-02-26,120.62,OTHER_EXCHANGE,ACH
OFL_CNB0002491_000031,CNB0002491,2025-02-26,218.47,COINBASE,WIRE
OFL_CNB0002491_000021,CNB0002491,2025-02-26,207.13,GEMINI,WIRE
OFL_CNB0002491_000020,CNB0002491,2025-02-26,557.62,BINANCE.US,ACH
OFL_CNB0002491_000002,CNB0002491,2025-02-26,948.2,COINBASE,WIRE
OFL_CNB0002491_000007,CNB0002491,2025-02-26,289.73,GEMINI,ACH
OFL_CNB0002491_000008,CNB0002491,2025-02-26,919.62,KRAKEN,ACH
OFL_CNB0002491_000024,CNB0002491,2025-02-26,80.34,KRAKEN,ACH
OFL_CNB0002491_000004,CNB0002491,2025-02-26,296.24,BINANCE.US,WIRE
OFL_CNB0002491_000017,CNB0002491,2025-02-26,817.17,COINBASE,ACH
OFL_CNB0002491_000006,CNB0002491,2025-02-26,13.13,GEMINI,ACH
OFL_CNB0002491_000009,CNB0002491,2025-02-26,2599.91,KRAKEN,ACH
OFL_CNB0002491_000014,CNB0002491,2025-02-26,666.23,CRYPTO.COM,ACH
OFL_CNB0002491_000022,CNB0002491,2025-02-26,372.28,CRYPTO.COM,ACH
OFL_CNB0002491_000001,CNB0002491,2025-02-26,1064.88,GEMINI,ACH
OFL_CNB0002491_000025,CNB0002491,2025-02-26,1838.44,COINBASE,ACH
OFL_CNB0002491_000018,CNB0002491,2025-02-26,84.41,BINANCE.US,ACH
OFL_CNB0002491_000027,CNB0002491,2025-02-26,76.02,OTHER_EXCHANGE,ACH
OFL_CNB0002491_000016,CNB0002491,2025-02-26,59.41,COINBASE,ACH
OFL_CNB0002491_000013,CNB0002491,2025-02-26,234.08,BINANCE.US,ACH
OFL_CNB0002491_000029,CNB0002491,2025-02-26,1822.74,KRAKEN,ACH
OFL_CNB0002491_000010,CNB0002491,2025-02-26,210.84,GEMINI,ACH
OFL_CNB0002491_000019,CNB0002491,2025-02-26,22.34,KRAKEN,ACH
OFL_CNB0002491_000023,CNB0002491,2025-02-26,226.71,KRAKEN,ACH
OFL_CNB0002491_000026,CNB0002491,2025-02-26,190.2,COINBASE,ACH
OFL_CNB0002491_000028,CNB0002491,2025-02-26,1547.93,KRAKEN,ACH
OFL_CNB0002494_000000,CNB0002494,2024-08-21,157.01,BINANCE.US,ACH
OFL_CNB0002494_000045,CNB0002494,2024-08-24,36.67,KRAKEN,ACH
OFL_CNB0002494_000021,CNB0002494,2024-08-31,163.49,BINANCE.US,ACH
OFL_CNB0002494_000024,CNB0002494,2024-09-08,1063.71,COINBASE,ACH
OFL_CNB0002494_000033,CNB0002494,2024-09-13,235.61,KRAKEN,WIRE
OFL_CNB0002494_000050,CNB0002494,2024-09-18,201.24,COINBASE,WIRE
OFL_CNB0002494_000031,CNB0002494,2024-09-26,814.12,COINBASE,WIRE
OFL_CNB0002494_000017,CNB0002494,2024-09-28,251.87,KRAKEN,ACH
OFL_CNB0002494_000019,CNB0002494,2024-09-29,263.63,COINBASE,ACH
OFL_CNB0002494_000040,CNB0002494,2024-10-06,200.77,KRAKEN,ACH
OFL_CNB0002494_000023,CNB0002494,2024-10-16,203.07,COINBASE,ACH
OFL_CNB0002494_000034,CNB0002494,2024-10-19,24.01,CRYPTO.COM,ACH
OFL_CNB0002494_000007,CNB0002494,2024-10-28,128.7,KRAKEN,ACH
OFL_CNB0002494_000028,CNB0002494,2024-10-31,102.54,COINBASE,WIRE
OFL_CNB0002494_000008,CNB0002494,2024-11-02,82.92,BINANCE.US,ACH
OFL_CNB0002494_000047,CNB0002494,2024-11-07,32.58,GEMINI,ACH
OFL_CNB0002494_000026,CNB0002494,2024-11-13,251.2,BINANCE.US,ACH
OFL_CNB0002494_000029,CNB0002494,2024-11-13,1172.12,OTHER_EXCHANGE,WIRE
OFL_CNB0002494_000043,CNB0002494,2024-11-13,171.18,OTHER_EXCHANGE,WIRE
OFL_CNB0002494_000039,CNB0002494,2024-11-18,43.33,COINBASE,ACH
OFL_CNB0002494_000037,CNB0002494,2024-11-26,183.13,COINBASE,ACH
OFL_CNB0002494_000032,CNB0002494,2024-12-03,562.69,KRAKEN,ACH
OFL_CNB0002494_000015,CNB0002494,2024-12-08,779.32,COINBASE,ACH
OFL_CNB0002494_000016,CNB0002494,2024-12-10,52.2,KRAKEN,ACH
OFL_CNB0002494_000046,CNB0002494,2024-12-17,150.76,GEMINI,ACH
OFL_CNB0002494_000027,CNB0002494,2024-12-19,1187.49,CRYPTO.COM,ACH
OFL_CNB0002494_000053,CNB0002494,2024-12-23,1583.55,COINBASE,ACH
OFL_CNB0002494_000004,CNB0002494,2024-12-25,72.38,KRAKEN,ACH
OFL_CNB0002494_000051,CNB0002494,2025-01-01,1043.94,CRYPTO.COM,ACH
OFL_CNB0002494_000030,CNB0002494,2025-01-19,319.99,KRAKEN,ACH
OFL_CNB0002494_000001,CNB0002494,2025-01-23,851.76,COINBASE,ACH
OFL_CNB0002494_000012,CNB0002494,2025-01-23,97.82,KRAKEN,WIRE
OFL_CNB0002494_000048,CNB0002494,2025-01-23,770.38,GEMINI,ACH
OFL_CNB0002494_000014,CNB0002494,2025-01-26,147.59,KRAKEN,ACH
OFL_CNB0002494_000018,CNB0002494,2025-02-06,319.96,COINBASE,ACH
OFL_CNB0002494_000041,CNB0002494,2025-02-12,277.28,COINBASE,ACH
OFL_CNB0002494_000025,CNB0002494,2025-02-17,419.55,BINANCE.US,WIRE
OFL_CNB0002494_000022,CNB0002494,2025-02-26,3221.96,COINBASE,ACH
OFL_CNB0002494_000013,CNB0002494,2025-02-26,149.42,COINBASE,ACH
OFL_CNB0002494_000009,CNB0002494,2025-02-26,270.65,COINBASE,ACH
OFL_CNB0002494_000049,CNB0002494,2025-02-26,19.94,COINBASE,ACH
OFL_CNB0002494_000005,CNB0002494,2025-02-26,52.34,COINBASE,ACH
OFL_CNB0002494_000011,CNB0002494,2025-02-26,138.52,COINBASE,ACH
OFL_CNB0002494_000052,CNB0002494,2025-02-26,462.75,CRYPTO.COM,ACH
OFL_CNB0002494_000038,CNB0002494,2025-02-26,1583.39,COINBASE,WIRE
OFL_CNB0002494_000035,CNB0002494,2025-02-26,143.92,KRAKEN,ACH
OFL_CNB0002494_000020,CNB0002494,2025-02-26,91.15,OTHER_EXCHANGE,ACH
OFL_CNB0002494_000003,CNB0002494,2025-02-26,89.02,BINANCE.US,ACH
OFL_CNB0002494_000042,CNB0002494,2025-02-26,80.84,KRAKEN,ACH
OFL_CNB0002494_000036,CNB0002494,2025-02-26,771.72,KRAKEN,ACH
