customer_id,account_open_date,age_band,income_band,state,segment,advisor_assigned,churn_risk_score
CNB0001130,2019-03-19,25-34,Under 50K,NC,Retail,False,0.1243
CNB0001131,2021-05-07,25-34,50-100K,GA,Retail,False,0.0119
CNB0001132,2022-05-02,25-34,150-200K,NC,Affluent,True,0.1139
CNB0001133,2015-03-10,35-44,100-150K,SC,Retail,False,0.0111
CNB0001134,2022-07-01,55-64,Under 50K,SC,Retail,False,0.0135
CNB0001135,2008-05-15,55-64,50-100K,KY,Retail,False,0.0127
CNB0001136,2019-06-17,18-24,100-150K,TN,Retail,False,0.0119
CNB0001137,2019-11-14,55-64,Under 50K,VA,Retail,False,0.0114
CNB0001138,2013-11-15,45-54,150-200K,GA,Wealth Management,True,0.0104
CNB0001139,2008-10-12,45-54,100-150K,NC,Retail,False,0.0133
CNB0001140,2023-01-27,45-54,100-150K,NC,Retail,False,0.0128
CNB0001141,2007-11-17,35-44,50-100K,VA,Retail,False,0.0183
CNB0001142,2019-12-14,55-64,150-200K,NC,Affluent,False,0.0115
CNB0001143,2024-07-20,25-34,150-200K,NC,Affluent,False,0.0753
CNB0001144,2017-11-24,45-54,Under 50K,SC,Retail,False,0.0164
CNB0001145,2022-10-29,45-54,100-150K,AL,Affluent,False,0.0112
CNB0001146,2024-08-19,25-34,200K+,NC,Affluent,False,0.1173
CNB0001147,2000-06-26,45-54,200K+,FL,Affluent,False,0.0128
CNB0001148,2002-07-16,45-54,50-100K,SC,Retail,False,0.0127
CNB0001149,2013-07-18,35-44,100-150K,FL,Retail,False,0.1059
CNB0001150,2021-04-07,45-54,50-100K,NC,Retail,False,0.0942
CNB0001151,2021-10-04,55-64,Under 50K,NC,Retail,False,0.012
CNB0001152,2000-06-26,55-64,Under 50K,NC,Retail,False,0.0105
CNB0001153,2024-02-21,35-44,150-200K,NC,Affluent,False,0.0193
CNB0001154,2011-04-30,25-34,100-150K,FL,Retail,False,0.0139
CNB0001155,2015-01-09,25-34,50-100K,GA,Retail,False,0.0155
CNB0001156,2024-02-21,45-54,150-200K,AL,Affluent,False,0.0119
CNB0001157,2021-06-06,45-54,150-200K,FL,Affluent,False,0.0141
CNB0001158,2020-08-10,25-34,150-200K,GA,Affluent,False,0.0117
CNB0001159,2020-02-12,55-64,100-150K,FL,Affluent,False,0.0142
CNB0001160,2016-06-02,55-64,50-100K,NC,Retail,False,0.0208
CNB0001161,2015-12-05,65+,Under 50K,SC,Retail,False,0.0148
CNB0001162,2017-09-25,25-34,200K+,NC,Affluent,True,0.0835
CNB0001163,2019-06-17,45-54,200K+,NC,Affluent,False,0.0137
CNB0001164,2018-12-19,55-64,50-100K,SC,Retail,False,0.0145
CNB0001165,2012-08-22,35-44,200K+,FL,Affluent,True,0.0712
CNB0001166,2023-08-25,45-54,150-200K,GA,Affluent,False,0.011
CNB0001167,2024-05-21,35-44,100-150K,VA,Retail,False,0.0877
CNB0001168,2020-02-12,45-54,Under 50K,NC,Retail,False,0.0145
CNB0001169,2009-04-10,45-54,100-150K,FL,Retail,False,0.0166
CNB0001170,2023-12-23,55-64,200K+,GA,Affluent,False,0.0127
CNB0001171,2023-09-24,35-44,Under 50K,SC,Retail,False,0.0157
CNB0001172,2014-06-13,25-34,200K+,FL,Affluent,False,0.1083
CNB0001173,2020-10-09,45-54,150-200K,NC,Wealth Management,True,0.1009
CNB0001174,2019-05-18,18-24,Under 50K,SC,Retail,False,0.1071
CNB0001175,2022-11-28,45-54,50-100K,NC,Retail,False,0.0111
CNB0001176,2023-02-26,55-64,Under 50K,GA,Retail,False,0.0147
CNB0001177,2023-01-27,18-24,150-200K,GA,Affluent,False,0.1035
CNB0001178,2009-09-07,55-64,50-100K,AL,Retail,False,0.0173
CNB0001179,2015-09-06,65+,150-200K,FL,Wealth Management,True,0.0127
CNB0001180,2024-08-19,25-34,50-100K,KY,Retail,False,0.079
CNB0001181,2024-07-20,25-34,150-200K,NC,Affluent,False,0.0645
CNB0001182,2023-01-27,25-34,150-200K,SC,Affluent,False,0.0699
CNB0001183,2003-09-09,45-54,150-200K,NC,Wealth Management,True,0.0108
CNB0001184,2023-12-23,45-54,150-200K,VA,Affluent,True,0.089
CNB0001185,2015-10-06,35-44,50-100K,NC,Retail,False,0.0156
CNB0001186,2021-12-03,18-24,100-150K,GA,Affluent,True,0.1112
CNB0001187,2015-09-06,55-64,100-150K,SC,Affluent,False,0.0144
CNB0001188,2020-05-12,45-54,100-150K,FL,Retail,False,0.0119
CNB0001189,2018-05-23,35-44,150-200K,NC,Wealth Management,True,0.0117
CNB0001190,2008-12-11,18-24,100-150K,FL,Retail,False,0.0176
CNB0001191,2022-10-29,55-64,100-150K,GA,Retail,False,0.0188
CNB0001192,2021-06-06,55-64,50-100K,VA,Retail,False,0.012
CNB0001193,2023-03-28,45-54,Under 50K,FL,Retail,False,0.0174
CNB0001194,2007-05-21,25-34,100-150K,NC,Retail,False,0.0149
CNB0001195,2022-10-29,25-34,50-100K,SC,Retail,False,0.0641
CNB0001196,2023-10-24,55-64,50-100K,SC,Retail,False,0.0118
CNB0001197,2023-10-24,55-64,150-200K,SC,Affluent,False,0.0103
CNB0001198,2020-12-08,35-44,Under 50K,VA,Retail,False,0.0135
CNB0001199,2024-08-19,18-24,150-200K,AL,Affluent,True,0.085
CNB0001200,2014-12-10,25-34,100-150K,GA,Retail,False,0.0173
CNB0001201,2023-10-24,25-34,100-150K,GA,Retail,False,0.0847
CNB0001202,2020-12-08,65+,150-200K,NC,Affluent,False,0.0754
CNB0001203,2023-02-26,55-64,50-100K,GA,Retail,False,0.0125
CNB0001204,2013-03-20,35-44,Under 50K,FL,Retail,False,0.0129
CNB0001205,2020-10-09,45-54,150-200K,NC,Affluent,False,0.0116
CNB0001206,2021-07-06,25-34,100-150K,SC,Retail,False,0.0167
CNB0001207,2010-09-02,45-54,100-150K,NC,Retail,False,0.0139
CNB0001208,2021-06-06,35-44,50-100K,GA,Retail,False,0.0115
CNB0001209,2024-08-19,25-34,100-150K,SC,Retail,False,0.0807
CNB0001210,2023-12-23,35-44,150-200K,TN,Wealth Management,True,0.1102
CNB0001211,2023-11-23,25-34,150-200K,FL,Affluent,False,0.1429
CNB0001212,2019-05-18,35-44,100-150K,AL,Retail,False,0.018
CNB0001213,2000-06-26,25-34,100-150K,GA,Retail,False,0.012
CNB0001214,2017-06-27,45-54,150-200K,AL,Affluent,False,0.0124
CNB0001215,2015-02-08,25-34,100-150K,VA,Affluent,False,0.0134
CNB0001216,2000-06-26,45-54,Under 50K,GA,Retail,False,0.0136
CNB0001217,2014-11-10,35-44,100-150K,SC,Affluent,False,0.0102
CNB0001218,2012-05-24,45-54,150-200K,GA,Wealth Management,True,0.0139
CNB0001219,2018-07-22,55-64,50-100K,GA,Retail,False,0.0121
CNB0001220,2024-02-21,45-54,100-150K,TN,Affluent,False,0.0115
CNB0001221,2019-02-17,55-64,50-100K,VA,Retail,False,0.0225
CNB0001222,2022-06-01,35-44,50-100K,NC,Retail,False,0.0201
CNB0001223,2013-04-19,55-64,50-100K,KY,Retail,False,0.1272
CNB0001224,2013-03-20,25-34,50-100K,NC,Retail,False,0.0129
CNB0001225,2010-07-04,55-64,100-150K,TN,Affluent,False,0.0142
CNB0001226,2014-11-10,35-44,100-150K,GA,Affluent,False,0.0165
CNB0001227,2003-04-12,45-54,50-100K,TN,Retail,False,0.0169
CNB0001228,2024-02-21,65+,Under 50K,NC,Retail,False,0.011
CNB0001229,2022-09-29,45-54,100-150K,SC,Affluent,False,0.1121
CNB0001230,2013-03-20,25-34,50-100K,GA,Retail,False,0.0118
CNB0001231,2023-08-25,18-24,150-200K,GA,Wealth Management,True,0.0839
CNB0001232,2024-04-21,25-34,100-150K,GA,Retail,False,0.103
CNB0001233,2011-03-31,55-64,50-100K,SC,Retail,False,0.014
CNB0001234,2024-02-21,55-64,150-200K,FL,Wealth Management,True,0.0137
CNB0001235,2015-09-06,25-34,50-100K,VA,Retail,False,0.0175
CNB0001236,2009-06-09,65+,50-100K,NC,Retail,False,0.0109
CNB0001237,2023-09-24,25-34,50-100K,TN,Retail,False,0.0819
CNB0001238,2015-07-08,55-64,Under 50K,NC,Retail,False,0.0117
CNB0001239,2024-02-21,45-54,150-200K,FL,Wealth Management,True,0.0132
CNB0001240,2021-05-07,35-44,200K+,TN,Affluent,True,0.0897
CNB0001241,2023-05-27,18-24,200K+,NC,Wealth Management,True,0.0664
CNB0001242,2006-10-23,45-54,150-200K,SC,Affluent,False,0.0123
CNB0001243,2015-07-08,65+,50-100K,NC,Retail,False,0.013
CNB0001244,2020-10-09,65+,Under 50K,SC,Retail,False,0.014
CNB0001245,2023-11-23,25-34,150-200K,GA,Affluent,True,0.1279
CNB0001246,2018-05-23,45-54,50-100K,NC,Retail,False,0.0197
CNB0001247,2015-09-06,45-54,50-100K,SC,Retail,False,0.0115
CNB0001248,2020-12-08,65+,200K+,KY,Wealth Management,True,0.016
CNB0001249,2020-08-10,45-54,150-200K,KY,Affluent,False,0.0137
CNB0001250,2019-11-14,35-44,100-150K,KY,Retail,False,0.0793
CNB0001251,2010-10-02,18-24,150-200K,VA,Affluent,False,0.125
CNB0001252,2019-10-15,55-64,150-200K,GA,Wealth Management,True,0.0676
CNB0001253,2024-01-22,35-44,50-100K,VA,Retail,False,0.0192
CNB0001254,2018-09-20,65+,100-150K,AL,Affluent,False,0.0137
CNB0001255,2023-11-23,55-64,150-200K,VA,Wealth Management,True,0.014
CNB0001256,2017-03-29,55-64,Under 50K,GA,Retail,False,0.023
CNB0001257,2024-08-19,35-44,50-100K,AL,Retail,False,0.1177
CNB0001258,2018-04-23,65+,Under 50K,GA,Retail,False,0.0153
CNB0001259,2022-10-29,25-34,100-150K,FL,Retail,False,0.0187
CNB0001260,2022-05-02,55-64,Under 50K,VA,Retail,False,0.0149
CNB0001261,2020-06-11,25-34,50-100K,VA,Retail,False,0.1123
CNB0001262,2021-03-08,45-54,200K+,FL,Affluent,False,0.0158
CNB0001263,2018-05-23,55-64,200K+,NC,Affluent,False,0.0159
CNB0001264,2016-03-04,35-44,Under 50K,NC,Retail,False,0.0162
CNB0001265,2022-10-29,55-64,50-100K,GA,Retail,False,0.0727
CNB0001266,2002-03-18,35-44,50-100K,SC,Retail,False,0.0157
CNB0001267,2007-06-20,18-24,Under 50K,FL,Retail,False,0.012
CNB0001268,2016-05-03,45-54,50-100K,KY,Retail,False,0.0156
CNB0001269,2008-04-15,65+,50-100K,SC,Retail,False,0.0154
CNB0001270,2024-02-21,55-64,150-200K,GA,Wealth Management,True,0.0154
CNB0001271,2024-02-21,55-64,100-150K,NC,Affluent,False,0.0127
CNB0001272,2024-01-22,35-44,50-100K,VA,Retail,False,0.0968
CNB0001273,2000-06-26,35-44,50-100K,NC,Retail,False,0.0154
CNB0001274,2014-11-10,25-34,100-150K,NC,Affluent,False,0.0107
CNB0001275,2020-07-11,35-44,150-200K,KY,Affluent,False,0.0146
CNB0001276,2017-09-25,55-64,50-100K,NC,Retail,False,0.0139
CNB0001277,2023-09-24,55-64,50-100K,FL,Retail,False,0.0161
CNB0001278,2023-10-24,55-64,Under 50K,VA,Retail,False,0.0108
CNB0001279,2001-04-22,55-64,150-200K,NC,Wealth Management,True,0.0146
CNB0001280,2023-04-27,45-54,Under 50K,GA,Retail,False,0.0106
CNB0001281,2018-03-24,45-54,100-150K,GA,Retail,False,0.0757
CNB0001282,2023-09-24,25-34,50-100K,NC,Retail,False,0.078
CNB0001283,2023-11-23,45-54,200K+,TN,Affluent,True,0.0636
CNB0001284,2022-09-29,45-54,150-200K,GA,Affluent,False,0.0117
CNB0001285,2000-06-26,35-44,50-100K,GA,Retail,False,0.0128
CNB0001286,2023-08-25,45-54,200K+,KY,Affluent,False,0.1049
CNB0001287,2007-07-20,45-54,100-150K,NC,Retail,False,0.0134
CNB0001288,2022-10-29,35-44,200K+,GA,Affluent,False,0.1098
CNB0001289,2024-02-21,25-34,50-100K,NC,Retail,False,0.0105
CNB0001290,2012-10-21,65+,Under 50K,VA,Retail,False,0.0185
CNB0001291,2000-06-26,55-64,50-100K,VA,Retail,False,0.0183
CNB0001292,2000-06-26,65+,50-100K,NC,Retail,False,0.0128
CNB0001293,2016-08-31,25-34,100-150K,FL,Affluent,False,0.0145
CNB0001294,2017-02-27,25-34,100-150K,NC,Retail,False,0.0663
CNB0001295,2000-06-26,55-64,100-150K,GA,Retail,False,0.0178
CNB0001296,2021-08-05,55-64,Under 50K,NC,Retail,False,0.0158
CNB0001297,2015-11-05,45-54,Under 50K,NC,Retail,False,0.0142
CNB0001298,2017-07-27,35-44,Under 50K,TN,Retail,False,0.0142
CNB0001299,2020-07-11,35-44,Under 50K,NC,Retail,False,0.0152
CNB0001300,2018-05-23,65+,100-150K,SC,Affluent,True,0.1013
CNB0001301,2010-09-02,55-64,100-150K,FL,Retail,False,0.0185
CNB0001302,2008-04-15,45-54,Under 50K,VA,Retail,False,0.0164
CNB0001303,2019-08-16,45-54,50-100K,FL,Retail,False,0.0118
CNB0001304,2003-05-12,55-64,200K+,KY,Wealth Management,True,0.0173
CNB0001305,2022-07-01,55-64,100-150K,SC,Retail,False,0.1194
CNB0001306,2023-04-27,35-44,50-100K,GA,Retail,False,0.0122
CNB0001307,2024-02-21,25-34,50-100K,GA,Retail,False,0.0126
CNB0001308,2023-04-27,45-54,100-150K,FL,Affluent,False,0.0741
CNB0001309,2007-08-19,55-64,50-100K,AL,Retail,False,0.0163
CNB0001310,2007-12-17,35-44,100-150K,TN,Retail,False,0.0983
CNB0001311,2022-12-28,25-34,50-100K,GA,Retail,False,0.1053
CNB0001312,2000-06-26,65+,Under 50K,FL,Retail,False,0.0172
CNB0001313,2022-12-28,25-34,100-150K,GA,Retail,False,0.0718
CNB0001314,2016-10-30,25-34,150-200K,SC,Affluent,False,0.0879
CNB0001315,2008-08-13,25-34,Under 50K,TN,Retail,False,0.0205
CNB0001316,2022-10-29,18-24,100-150K,VA,Retail,False,0.1028
CNB0001317,2023-11-23,55-64,100-150K,NC,Retail,False,0.0137
CNB0001318,2005-08-29,45-54,50-100K,VA,Retail,False,0.0107
CNB0001319,2010-04-05,35-44,200K+,NC,Affluent,False,0.0113
CNB0001320,2024-02-21,55-64,Under 50K,SC,Retail,False,0.0101
CNB0001321,2008-03-16,45-54,50-100K,SC,Retail,False,0.0129
CNB0001322,2022-07-31,35-44,150-200K,NC,Wealth Management,True,0.0255
CNB0001323,2001-02-21,25-34,200K+,GA,Affluent,False,0.0136
CNB0001324,2016-02-03,55-64,50-100K,GA,Retail,False,0.0136
CNB0001325,2024-03-22,25-34,150-200K,VA,Affluent,False,0.0904
CNB0001326,2001-12-18,45-54,50-100K,TN,Retail,False,0.0126
CNB0001327,2001-08-20,25-34,50-100K,SC,Retail,False,0.0124
CNB0001328,2021-12-03,65+,100-150K,KY,Retail,False,0.0117
CNB0001329,2014-04-14,55-64,200K+,FL,Affluent,True,0.0191
CNB0001330,2024-02-21,35-44,150-200K,KY,Affluent,False,0.0118
CNB0001331,2014-05-14,65+,50-100K,SC,Retail,False,0.011
CNB0001332,2021-06-06,65+,50-100K,NC,Retail,False,0.0109
CNB0001333,2023-04-27,45-54,50-100K,TN,Retail,False,0.0133
CNB0001334,2001-06-21,25-34,100-150K,NC,Retail,False,0.0126
CNB0001335,2001-05-22,65+,150-200K,SC,Affluent,False,0.015
CNB0001336,2001-09-19,65+,Under 50K,GA,Retail,False,0.012
CNB0001337,2021-09-04,18-24,150-200K,NC,Affluent,True,0.0903
CNB0001338,2022-08-30,35-44,200K+,NC,Wealth Management,True,0.0986
CNB0001339,2021-11-03,45-54,50-100K,SC,Retail,False,0.1016
CNB0001340,2014-05-14,45-54,100-150K,NC,Retail,False,0.016
CNB0001341,2022-09-29,45-54,100-150K,FL,Retail,False,0.0139
CNB0001342,2022-07-01,18-24,100-150K,FL,Retail,False,0.0903
CNB0001343,2020-03-13,55-64,50-100K,KY,Retail,False,0.0142
CNB0001344,2023-05-27,25-34,50-100K,VA,Retail,False,0.012
CNB0001345,2024-02-21,65+,100-150K,NC,Retail,False,0.0141
CNB0001346,2017-10-25,25-34,200K+,SC,Affluent,False,0.0977
CNB0001347,2021-11-03,45-54,100-150K,FL,Affluent,False,0.0131
CNB0001348,2013-03-20,25-34,50-100K,SC,Retail,False,0.0177
CNB0001349,2019-07-17,65+,150-200K,KY,Wealth Management,True,0.0155
CNB0001350,2023-05-27,25-34,Under 50K,SC,Retail,False,0.0154
CNB0001351,2023-04-27,35-44,50-100K,VA,Retail,False,0.0795
CNB0001352,2023-09-24,18-24,200K+,VA,Wealth Management,True,0.0724
CNB0001353,2017-08-26,35-44,200K+,TN,Affluent,False,0.0793
CNB0001354,2022-12-28,45-54,100-150K,FL,Retail,False,0.0776
CNB0001355,2015-03-10,18-24,50-100K,NC,Retail,False,0.0135
CNB0001356,2016-11-29,55-64,200K+,TN,Affluent,False,0.0173
CNB0001357,2023-04-27,25-34,Under 50K,TN,Retail,False,0.0138
CNB0001358,2024-02-21,45-54,100-150K,AL,Affluent,False,0.0134
CNB0001359,2000-06-26,65+,Under 50K,AL,Retail,False,0.0176
CNB0001360,2000-06-26,25-34,50-100K,NC,Retail,False,0.0139
CNB0001361,2018-04-23,45-54,50-100K,GA,Retail,False,0.0164
CNB0001362,2008-09-12,45-54,150-200K,VA,Affluent,False,0.0144
CNB0001363,2023-10-24,55-64,Under 50K,VA,Retail,False,0.011
CNB0001364,2024-05-21,25-34,150-200K,VA,Wealth Management,True,0.096
CNB0001365,2022-09-29,55-64,50-100K,FL,Retail,False,0.0135
CNB0001366,2022-06-01,25-34,100-150K,SC,Retail,False,0.0655
CNB0001367,2021-10-04,55-64,50-100K,TN,Retail,False,0.0125
CNB0001368,2019-11-14,25-34,100-150K,FL,Retail,False,0.0108
CNB0001369,2009-03-11,25-34,50-100K,NC,Retail,False,0.0181
CNB0001370,2021-08-05,35-44,100-150K,TN,Retail,False,0.0136
CNB0001371,2024-04-21,25-34,150-200K,FL,Wealth Management,True,0.0776
CNB0001372,2012-06-23,25-34,100-150K,TN,Affluent,True,0.0115
CNB0001373,2019-04-18,25-34,200K+,VA,Affluent,False,0.0862
CNB0001374,2024-02-21,65+,Under 50K,TN,Retail,False,0.0143
CNB0001375,2010-02-04,55-64,50-100K,TN,Retail,False,0.0124
CNB0001376,2010-07-04,18-24,50-100K,SC,Retail,False,0.0612
CNB0001377,2024-02-21,45-54,Under 50K,SC,Retail,False,0.0122
CNB0001378,2000-06-26,45-54,100-150K,SC,Retail,False,0.0164
CNB0001379,2020-12-08,45-54,50-100K,VA,Retail,False,0.0118
CNB0001380,2022-01-02,55-64,100-150K,VA,Retail,False,0.0166
CNB0001381,2015-09-06,35-44,Under 50K,VA,Retail,False,0.019
CNB0001382,2024-06-20,18-24,Under 50K,FL,Retail,False,0.0929
CNB0001383,2024-02-21,55-64,100-150K,NC,Retail,False,0.0147
CNB0001384,2022-02-01,35-44,100-150K,NC,Retail,False,0.1106
CNB0001385,2017-09-25,35-44,100-150K,NC,Affluent,True,0.1589
CNB0001386,2023-06-26,25-34,200K+,VA,Affluent,False,0.0679
CNB0001387,2022-07-01,25-34,100-150K,SC,Affluent,False,0.0668
CNB0001388,2020-05-12,65+,100-150K,NC,Retail,False,0.0141
CNB0001389,2009-03-11,45-54,100-150K,NC,Retail,False,0.0203
CNB0001390,2022-01-02,35-44,150-200K,NC,Affluent,False,0.0884
CNB0001391,2014-03-15,55-64,50-100K,SC,Retail,False,0.0202
CNB0001392,2023-02-26,35-44,50-100K,SC,Retail,False,0.0896
CNB0001393,2015-10-06,35-44,50-100K,GA,Retail,False,0.0161
CNB0001394,2009-12-06,18-24,200K+,SC,Affluent,False,0.118
CNB0001395,2002-01-17,45-54,150-200K,KY,Wealth Management,True,0.0149
CNB0001396,2010-01-05,55-64,100-150K,TN,Retail,False,0.0119
CNB0001397,2006-11-22,65+,150-200K,TN,Wealth Management,True,0.0117
CNB0001398,2018-09-20,25-34,Under 50K,TN,Retail,False,0.0803
CNB0001399,2012-06-23,65+,Under 50K,VA,Retail,False,0.0136
CNB0001400,2016-12-29,55-64,50-100K,NC,Retail,False,0.0147
CNB0001401,2013-12-15,45-54,100-150K,NC,Affluent,False,0.0114
CNB0001402,2010-12-31,35-44,150-200K,NC,Wealth Management,True,0.015
CNB0001403,2023-06-26,35-44,150-200K,NC,Affluent,False,0.0854
CNB0001404,2024-08-19,25-34,150-200K,FL,Wealth Management,True,0.0804
CNB0001405,2021-02-06,25-34,50-100K,FL,Retail,False,0.0806
CNB0001406,2024-06-20,25-34,50-100K,KY,Retail,False,0.0675
CNB0001407,2004-06-05,25-34,50-100K,NC,Retail,False,0.0233
CNB0001408,2020-01-13,35-44,100-150K,VA,Affluent,True,0.0858
CNB0001409,2012-02-24,25-34,150-200K,SC,Affluent,False,0.1037
CNB0001410,2000-12-23,45-54,100-150K,GA,Retail,False,0.0131
CNB0001411,2024-02-21,45-54,50-100K,GA,Retail,False,0.0137
CNB0001412,2000-06-26,55-64,Under 50K,NC,Retail,False,0.0156
CNB0001413,2020-07-11,25-34,100-150K,TN,Affluent,True,0.0964
CNB0001414,2013-11-15,25-34,Under 50K,GA,Retail,False,0.0117
CNB0001415,2019-08-16,35-44,Under 50K,SC,Retail,False,0.0713
CNB0001416,2014-11-10,55-64,100-150K,TN,Retail,False,0.0134
CNB0001417,2020-02-12,35-44,150-200K,FL,Wealth Management,True,0.0167
CNB0001418,2023-08-25,25-34,200K+,NC,Wealth Management,True,0.1038
CNB0001419,2021-03-08,55-64,150-200K,NC,Affluent,False,0.0701
CNB0001420,2020-10-09,55-64,200K+,AL,Affluent,False,0.0181
CNB0001421,2020-08-10,55-64,200K+,NC,Wealth Management,True,0.0229
CNB0001422,2023-11-23,45-54,50-100K,VA,Retail,False,0.0681
CNB0001423,2023-08-25,35-44,50-100K,NC,Retail,False,0.0147
CNB0001424,2022-03-03,55-64,50-100K,NC,Retail,False,0.013
CNB0001425,2020-12-08,25-34,Under 50K,NC,Retail,False,0.0856
CNB0001426,2017-05-28,35-44,100-150K,TN,Retail,False,0.0119
CNB0001427,2021-10-04,35-44,50-100K,VA,Retail,False,0.0144
CNB0001428,2024-05-21,25-34,100-150K,FL,Retail,False,0.0924
CNB0001429,2016-11-29,65+,100-150K,FL,Retail,False,0.0165
CNB0001430,2019-07-17,55-64,50-100K,VA,Retail,False,0.0147
CNB0001431,2004-10-03,45-54,Under 50K,FL,Retail,False,0.0118
CNB0001432,2015-11-05,35-44,100-150K,AL,Retail,False,0.0163
CNB0001433,2021-03-08,35-44,150-200K,FL,Affluent,False,0.0956
CNB0001434,2019-07-17,55-64,50-100K,VA,Retail,False,0.0191
CNB0001435,2018-05-23,55-64,200K+,TN,Wealth Management,True,0.0774
CNB0001436,2018-07-22,45-54,Under 50K,NC,Retail,False,0.0122
CNB0001437,2002-10-14,18-24,50-100K,NC,Retail,False,0.0165
CNB0001438,2023-03-28,45-54,50-100K,SC,Retail,False,0.0176
CNB0001439,2000-06-26,35-44,50-100K,NC,Retail,False,0.016
CNB0001440,2024-02-21,25-34,150-200K,GA,Affluent,True,0.0117
CNB0001441,2022-01-02,35-44,50-100K,GA,Retail,False,0.0123
CNB0001442,2022-04-02,18-24,100-150K,NC,Affluent,True,0.0818
CNB0001443,2018-02-22,35-44,150-200K,VA,Wealth Management,True,0.0177
CNB0001444,2005-06-30,45-54,150-200K,NC,Wealth Management,True,0.012
CNB0001445,2023-06-26,35-44,Under 50K,NC,Retail,False,0.0125
CNB0001446,2011-03-01,45-54,200K+,GA,Wealth Management,True,0.0168
CNB0001447,2024-08-19,25-34,150-200K,NC,Wealth Management,True,0.0867
CNB0001448,2017-01-28,45-54,Under 50K,NC,Retail,False,0.0146
CNB0001449,2017-11-24,55-64,100-150K,AL,Retail,False,0.0114
CNB0001450,2024-02-21,55-64,50-100K,TN,Retail,False,0.0145
CNB0001451,2024-02-21,55-64,Under 50K,KY,Retail,False,0.0127
CNB0001452,2018-05-23,65+,50-100K,FL,Retail,False,0.015
CNB0001453,2000-06-26,65+,150-200K,NC,Affluent,True,0.0125
CNB0001454,2022-03-03,25-34,50-100K,VA,Retail,False,0.098
CNB0001455,2020-12-08,55-64,150-200K,TN,Affluent,True,0.0146
CNB0001456,2024-02-21,65+,100-150K,GA,Affluent,False,0.0138
CNB0001457,2019-02-17,35-44,100-150K,FL,Retail,False,0.0149
CNB0001458,2021-04-07,35-44,100-150K,NC,Retail,False,0.0188
CNB0001459,2022-10-29,35-44,150-200K,GA,Affluent,True,0.0818
CNB0001460,2017-10-25,65+,100-150K,NC,Retail,False,0.0121
CNB0001461,2021-09-04,45-54,Under 50K,SC,Retail,False,0.0171
CNB0001462,2015-01-09,25-34,100-150K,AL,Retail,False,0.0726
CNB0001463,2015-10-06,55-64,50-100K,SC,Retail,False,0.0157
CNB0001464,2016-08-31,45-54,100-150K,VA,Retail,False,0.0166
CNB0001465,2016-10-30,45-54,50-100K,GA,Retail,False,0.0182
CNB0001466,2023-10-24,35-44,200K+,NC,Affluent,False,0.011
CNB0001467,2023-01-27,25-34,150-200K,FL,Wealth Management,True,0.0744
CNB0001468,2019-03-19,45-54,100-150K,NC,Retail,False,0.0107
CNB0001469,2000-06-26,18-24,Under 50K,NC,Retail,False,0.019
CNB0001470,2020-01-13,45-54,200K+,KY,Affluent,False,0.0156
CNB0001471,2020-03-13,25-34,150-200K,VA,Affluent,True,0.0652
CNB0001472,2024-02-21,45-54,50-100K,NC,Retail,False,0.02
CNB0001473,2024-02-21,65+,150-200K,FL,Wealth Management,True,0.0171
CNB0001474,2023-08-25,55-64,50-100K,VA,Retail,False,0.0129
CNB0001475,2009-10-07,55-64,Under 50K,NC,Retail,False,0.0162
CNB0001476,2019-01-18,35-44,150-200K,SC,Affluent,False,0.0699
CNB0001477,2000-06-26,45-54,100-150K,FL,Retail,False,0.022
CNB0001478,2021-01-07,65+,150-200K,GA,Wealth Management,True,0.0127
CNB0001479,2015-08-07,55-64,150-200K,KY,Affluent,True,0.0127
CNB0001480,2021-08-05,25-34,100-150K,AL,Affluent,False,0.0899
CNB0001481,2009-05-10,35-44,200K+,VA,Affluent,False,0.0617
CNB0001482,2000-06-26,35-44,200K+,SC,Affluent,True,0.0111
CNB0001483,2022-02-01,25-34,200K+,NC,Affluent,False,0.1015
CNB0001484,2019-05-18,25-34,50-100K,FL,Retail,False,0.0124
CNB0001485,2012-06-23,35-44,50-100K,KY,Retail,False,0.0154
CNB0001486,2004-02-06,55-64,Under 50K,NC,Retail,False,0.0151
CNB0001487,2018-03-24,45-54,200K+,NC,Wealth Management,True,0.0121
CNB0001488,2018-02-22,55-64,50-100K,NC,Retail,False,0.0143
CNB0001489,2012-09-21,65+,150-200K,NC,Wealth Management,True,0.0124
CNB0001490,2024-08-19,35-44,200K+,SC,Wealth Management,True,0.0716
CNB0001491,2020-02-12,35-44,100-150K,NC,Affluent,False,0.0142
CNB0001492,2018-01-23,35-44,200K+,NC,Affluent,True,0.0146
CNB0001493,2019-03-19,55-64,100-150K,VA,Affluent,False,0.0114
CNB0001494,2023-04-27,55-64,150-200K,SC,Affluent,False,0.013
CNB0001495,2012-11-20,65+,Under 50K,SC,Retail,False,0.0119
CNB0001496,2024-02-21,65+,100-150K,GA,Affluent,False,0.015
CNB0001497,2018-04-23,45-54,50-100K,VA,Retail,False,0.0108
CNB0001498,2021-05-07,65+,100-150K,SC,Affluent,False,0.086
CNB0001499,2023-10-24,45-54,50-100K,AL,Retail,False,0.011
CNB0001500,2024-08-19,18-24,Under 50K,NC,Retail,False,0.1146
CNB0001501,2024-02-21,45-54,Under 50K,GA,Retail,False,0.0116
